CUSTOMER_ID;CUSTOMER_FIRST_NAME;CUSTOMER_LAST_NAME;CUSTOMER_EMAIL;CUSTOMER_GENDER;CUSTOMER_BIRTH_DATE;ADDRESS_ID;COUNTRY;CITY;POSTCODE;STREET;HOUSE_NUMBER;ADDITIONAL_ADDRESS_INFORMATION;TYPE
89;Tobias;Meier;tobias.meier@ibs-ol.de;m;1958-03-31 00:00:00;126;Deutschland;Oldenburg;26127;Alexanderstraße;65;;billing
89;Tobias;Meier;tobias.meier@ibs-ol.de;m;1958-03-31 00:00:00;226;Deutschland;Oldenburg;26127;Alexanderstraße;65;2. OG rechts;delivery
90;Andrea;Schmidt;andrea.schmidt@ibs-ol.de;w;1986-07-25 00:00:00;127;Deutschland;Oldenburg;26129;Butjadinger Straße;14;;billing
90;Andrea;Schmidt;andrea.schmidt@ibs-ol.de;w;1986-07-25 00:00:00;227;Deutschland;Oldenburg;26129;Butjadinger Straße;14;;delivery
91;Manuel;Jung;manuel.jung@ibs-ol.de;m;1970-09-06 00:00:00;228;Deutschland;Oldenburg;26121;Mozartstraße;7;Gartenwohnung;delivery
91;Manuel;Jung;manuel.jung@ibs-ol.de;m;1970-09-06 00:00:00;128;Deutschland;Oldenburg;26121;Mozartstraße;7;;billing
92;Isabel;Hoffmann;isabel.hoffmann@ibs-ol.de;w;2002-11-30 00:00:00;229;Deutschland;Oldenburg;26123;Bachstraße;19;;delivery
92;Isabel;Hoffmann;isabel.hoffmann@ibs-ol.de;w;2002-11-30 00:00:00;129;Deutschland;Oldenburg;26123;Bachstraße;19;;billing
93;Christian;Keller;christian.keller@ibs-ol.de;m;1950-06-11 00:00:00;130;Deutschland;Oldenburg;26125;Beethovenstraße;31;;billing
93;Christian;Keller;christian.keller@ibs-ol.de;m;1950-06-11 00:00:00;230;Deutschland;Oldenburg;26125;Beethovenstraße;31;Seitenflügel;delivery
94;Veronika;Weber;veronika.weber@ibs-ol.de;w;1991-04-19 00:00:00;131;Deutschland;Oldenburg;26127;Schubertstraße;8;;billing
94;Veronika;Weber;veronika.weber@ibs-ol.de;w;1991-04-19 00:00:00;231;Deutschland;Oldenburg;26127;Schubertstraße;8;;delivery
95;Andreas;Zimmermann;andreas.zimmermann@ibs-ol.de;m;1964-01-25 00:00:00;232;Deutschland;Oldenburg;26129;Händelstraße;25;Dachgeschoss;delivery
95;Andreas;Zimmermann;andreas.zimmermann@ibs-ol.de;m;1964-01-25 00:00:00;132;Deutschland;Oldenburg;26129;Händelstraße;25;;billing
96;Sarah;Becker;sarah.becker@ibs-ol.de;w;1983-09-21 00:00:00;233;Deutschland;Bad Zwischenahn;26160;Gartenweg;12;;delivery
96;Sarah;Becker;sarah.becker@ibs-ol.de;w;1983-09-21 00:00:00;133;Deutschland;Bad Zwischenahn;26160;Gartenweg;12;;billing
97;Christopher;Roth;christopher.roth@ibs-ol.de;d;1973-12-13 00:00:00;234;Deutschland;Rastede;26180;Feldstraße;5;Nebengebäude;delivery
97;Christopher;Roth;christopher.roth@ibs-ol.de;d;1973-12-13 00:00:00;134;Deutschland;Rastede;26180;Feldstraße;5;;billing
98;Katja;Koch;katja.koch@ibs-ol.de;w;1994-08-09 00:00:00;235;Deutschland;Wardenburg;26203;Brookdamm;17;;delivery
98;Katja;Koch;katja.koch@ibs-ol.de;w;1994-08-09 00:00:00;135;Deutschland;Wardenburg;26203;Brookdamm;17;;billing
99;Frank;Sauer;frank.sauer@ibs-ol.de;m;1962-02-04 00:00:00;236;Deutschland;Wiefelstede;26215;Dohlenweg;9;Apartment 3;delivery
99;Frank;Sauer;frank.sauer@ibs-ol.de;m;1962-02-04 00:00:00;136;Deutschland;Wiefelstede;26215;Dohlenweg;9;;billing
100;Anna-Lena;Bach;annalena.bach@ibs-ol.de;w;2000-06-15 00:00:00;137;Deutschland;Edewecht;26188;Hauptstraße;28;;billing
100;Anna-Lena;Bach;annalena.bach@ibs-ol.de;w;2000-06-15 00:00:00;237;Deutschland;Edewecht;26188;Industriestraße;28;Bürogebäude;delivery
